Timestamp,range,velocity,correlation,evaluation,rssi
1.44755E+18,"[3.319999933242798, 3.359999895095825, 3.3299999237060547, 3.2699999809265137]","[0.09700000286102295, 0.10100000351667404, -0.005000000353902578, 0.005000000353902578]","[0.9490196704864502, 0.9647059440612793, 0.9450981020927429, 0.960784375667572]","[0.19607844948768616, 0.21568629145622253, 0.2039215862751007, 0.2039215862751007]","[73.3499984741211, 71.54999542236328, 70.19999694824219, 68.4000015258789]"
1.44755E+18,"[3.3299999237060547, 3.3299999237060547, 3.3399999141693115, 3.319999933242798]","[0.11500000208616257, 0.11500000208616257, 0.01600000075995922, -0.0020000000949949026]","[0.9568628072738647, 0.9372549653053284, 0.9294118285179138, 0.9647059440612793]","[0.20000001788139343, 0.21568629145622253, 0.20000001788139343, 0.18039216101169586]","[73.3499984741211, 71.0999984741211, 67.04999542236328, 66.5999984741211]"
1.44755E+18,"[3.359999895095825, 3.3399999141693115, 3.3399999141693115, 3.2899999618530273]","[0.125, 0.1420000046491623, 0.010000000707805157, 0.004000000189989805]","[0.917647123336792, 0.9529412388801575, 0.9725490808486938, 0.9529412388801575]","[0.19215688109397888, 0.20784315466880798, 0.18039216101169586, 0.1882353127002716]","[74.25, 71.54999542236328, 65.69999694824219, 67.5]"
1.44755E+18,"[3.3399999141693115, 3.3299999237060547, 3.319999933242798, 3.2899999618530273]","[0.12300000339746475, 0.1860000044107437, -0.02200000174343586, 0.0]","[0.9137255549430847, 0.9450981020927429, 0.9450981020927429, 0.9686275124549866]","[0.13725490868091583, 0.23137256503105164, 0.22352942824363708, 0.2039215862751007]","[65.69999694824219, 72.44999694824219, 70.6500015258789, 69.75]"
1.44755E+18,"[3.3299999237060547, 3.359999895095825, 3.319999933242798, 3.319999933242798]","[0.12200000882148743, 0.19300000369548798, -0.014000000432133675, -0.0010000000474974513]","[0.9450981020927429, 0.8862745761871338, 0.9686275124549866, 0.9686275124549866]","[0.18039216101169586, 0.23137256503105164, 0.18431372940540314, 0.21176472306251526]","[72.9000015258789, 72.44999694824219, 67.04999542236328, 71.54999542236328]"
1.44755E+18,"[3.3299999237060547, 3.359999895095825, 3.369999885559082, 3.2899999618530273]","[0.12400000542402267, 0.1900000125169754, -0.017000000923871994, 0.004000000189989805]","[0.917647123336792, 0.8862745761871338, 0.9450981020927429, 0.9725490808486938]","[0.19215688109397888, 0.1764705926179886, 0.1882353127002716, 0.16470588743686676]","[72.44999694824219, 68.8499984741211, 67.5, 67.94999694824219]"
1.44755E+18,"[3.319999933242798, 3.3399999141693115, 3.369999885559082, 3.2899999618530273]","[0.09700000286102295, 0.18300001323223114, -0.026000000536441803, -0.0020000000949949026]","[0.9490196704864502, 0.9568628072738647, 0.9019608497619629, 0.917647123336792]","[0.18039216101169586, 0.19607844948768616, 0.19607844948768616, 0.16470588743686676]","[71.54999542236328, 69.75, 67.04999542236328, 67.5]"
1.44755E+18,"[3.359999895095825, 3.3399999141693115, 3.359999895095825, 3.3399999141693115]","[0.10200000554323196, 0.17000000178813934, -0.020000001415610313, 0.0]","[0.9254902601242065, 0.9529412388801575, 0.8705883026123047, 0.8980392813682556]","[0.16470588743686676, 0.2352941334247589, 0.2039215862751007, 0.16862745583057404]","[71.0999984741211, 73.79999542236328, 68.8499984741211, 68.4000015258789]"
1.44755E+18,"[3.3399999141693115, 3.369999885559082, 3.3999998569488525, 3.319999933242798]","[0.10600000619888306, 0.17600001394748688, -0.01900000125169754, -0.006000000052154064]","[0.9568628072738647, 0.9529412388801575, 0.8862745761871338, 0.9686275124549866]","[0.16470588743686676, 0.22745099663734436, 0.21568629145622253, 0.16078431904315948]","[68.4000015258789, 72.9000015258789, 69.29999542236328, 67.5]"
1.44755E+18,"[3.359999895095825, 3.379999876022339, 3.4099998474121094, 3.3299999237060547]","[0.11600000411272049, 0.19300000369548798, -0.0010000000474974513, 0.003000000026077032]","[0.9372549653053284, 0.8901961445808411, 0.9294118285179138, 0.9254902601242065]","[0.16078431904315948, 0.18431372940540314, 0.20000001788139343, 0.19607844948768616]","[72.44999694824219, 68.8499984741211, 70.19999694824219, 70.19999694824219]"
1.44755E+18,"[3.4099998474121094, 3.3399999141693115, 3.3999998569488525, 3.3299999237060547]","[0.13900001347064972, 0.20400001108646393, -0.012000000104308128, 0.005000000353902578]","[0.8823530077934265, 0.9333333969116211, 0.8627451658248901, 0.9058824181556702]","[0.16862745583057404, 0.21176472306251526, 0.16470588743686676, 0.1764705926179886]","[70.6500015258789, 70.19999694824219, 63.89999771118164, 68.4000015258789]"
1.44755E+18,"[3.3399999141693115, 3.359999895095825, 3.379999876022339, 3.3399999141693115]","[0.13600000739097595, 0.2290000170469284, -0.009000000543892384, -0.004000000189989805]","[0.8901961445808411, 0.8941177129745483, 0.9647059440612793, 0.9294118285179138]","[0.19607844948768616, 0.19607844948768616, 0.1882353127002716, 0.1725490242242813]","[72.44999694824219, 69.29999542236328, 65.69999694824219, 68.4000015258789]"
1.44755E+18,"[3.319999933242798, 3.379999876022339, 3.4099998474121094, 3.319999933242798]","[0.12700000405311584, 0.2330000102519989, -0.010000000707805157, 0.003000000026077032]","[0.9098039865493774, 0.9333333969116211, 0.9411765336990356, 0.9411765336990356]","[0.18431372940540314, 0.2039215862751007, 0.19607844948768616, 0.16078431904315948]","[72.0, 70.19999694824219, 67.94999694824219, 67.94999694824219]"
1.44755E+18,"[3.3399999141693115, 3.4099998474121094, 3.429999828338623, 3.319999933242798]","[0.13500000536441803, 0.22700001299381256, -0.014000000432133675, -0.0020000000949949026]","[0.8941177129745483, 0.8784314393997192, 0.9803922176361084, 0.874509871006012]","[0.19215688109397888, 0.23137256503105164, 0.16862745583057404, 0.14901961386203766]","[71.54999542236328, 74.25, 63.89999771118164, 64.3499984741211]"
1.44755E+18,"[3.359999895095825, 3.379999876022339, 3.429999828338623, 3.309999942779541]","[0.13100001215934753, 0.23800000548362732, -0.00800000037997961, -0.004000000189989805]","[0.9686275124549866, 0.9490196704864502, 0.9098039865493774, 0.9490196704864502]","[0.19607844948768616, 0.22745099663734436, 0.1882353127002716, 0.14901961386203766]","[71.0999984741211, 71.0999984741211, 67.5, 67.94999694824219]"
1.44755E+18,"[3.369999885559082, 3.379999876022339, 3.4600000381469727, 3.2899999618530273]","[0.14000000059604645, 0.2370000183582306, -0.014000000432133675, 0.005000000353902578]","[0.917647123336792, 0.9490196704864502, 0.9764706492424011, 0.917647123336792]","[0.19607844948768616, 0.2352941334247589, 0.1882353127002716, 0.16078431904315948]","[71.54999542236328, 72.44999694824219, 66.5999984741211, 70.6500015258789]"
1.44755E+18,"[3.3299999237060547, 3.369999885559082, 3.4700000286102295, 3.2899999618530273]","[0.14500001072883606, 0.22800001502037048, -0.013000000268220901, -0.009000000543892384]","[0.9411765336990356, 0.8784314393997192, 0.8980392813682556, 0.9019608497619629]","[0.22352942824363708, 0.24313727021217346, 0.19215688109397888, 0.16470588743686676]","[73.79999542236328, 74.69999694824219, 67.04999542236328, 68.4000015258789]"
1.44755E+18,"[3.3299999237060547, 3.4099998474121094, 3.509999990463257, 3.309999942779541]","[0.12600000202655792, 0.23800000548362732, 0.006000000052154064, -0.004000000189989805]","[0.874509871006012, 0.9333333969116211, 0.9450981020927429, 0.8705883026123047]","[0.2352941334247589, 0.1882353127002716, 0.19607844948768616, 0.16862745583057404]","[74.69999694824219, 67.94999694824219, 68.4000015258789, 72.9000015258789]"
1.44755E+18,"[3.359999895095825, 3.379999876022339, 3.4600000381469727, 3.359999895095825]","[0.14600001275539398, 0.22600001096725464, -0.005000000353902578, 0.013000000268220901]","[0.9137255549430847, 0.9568628072738647, 0.9686275124549866, 0.9647059440612793]","[0.2352941334247589, 0.2352941334247589, 0.19607844948768616, 0.1764705926179886]","[74.69999694824219, 72.9000015258789, 66.5999984741211, 69.75]"
1.44755E+18,"[3.369999885559082, 3.369999885559082, 3.4600000381469727, 3.3399999141693115]","[0.1550000011920929, 0.22500000894069672, -0.006000000052154064, -0.003000000026077032]","[0.8862745761871338, 1.0, 0.9529412388801575, 0.917647123336792]","[0.23137256503105164, 0.22745099663734436, 0.21176472306251526, 0.18431372940540314]","[73.79999542236328, 72.44999694824219, 69.75, 71.0999984741211]"
1.44755E+18,"[3.3299999237060547, 3.359999895095825, 3.4700000286102295, 3.3399999141693115]","[0.1380000114440918, 0.22600001096725464, 0.018000001087784767, -0.0020000000949949026]","[0.9058824181556702, 0.8627451658248901, 0.9294118285179138, 0.9254902601242065]","[0.21568629145622253, 0.22352942824363708, 0.21176472306251526, 0.1882353127002716]","[69.29999542236328, 71.0999984741211, 68.4000015258789, 70.19999694824219]"
1.44755E+18,"[3.3399999141693115, 3.369999885559082, 3.4600000381469727, 3.3299999237060547]","[0.13100001215934753, 0.2160000056028366, 0.005000000353902578, 0.003000000026077032]","[0.8941177129745483, 0.9215686917304993, 0.9333333969116211, 0.9333333969116211]","[0.23137256503105164, 0.23137256503105164, 0.2039215862751007, 0.2039215862751007]","[72.44999694824219, 72.9000015258789, 66.5999984741211, 71.54999542236328]"
1.44755E+18,"[3.3299999237060547, 3.379999876022339, 3.419999837875366, 3.379999876022339]","[0.1420000046491623, 0.22100001573562622, -0.006000000052154064, 0.0]","[0.9058824181556702, 0.874509871006012, 0.9333333969116211, 0.8941177129745483]","[0.2352941334247589, 0.23137256503105164, 0.21568629145622253, 0.16470588743686676]","[73.79999542236328, 73.3499984741211, 70.19999694824219, 66.1500015258789]"
1.44755E+18,"[3.3399999141693115, 3.4099998474121094, 3.3999998569488525, 3.4099998474121094]","[0.1380000114440918, 0.23800000548362732, 0.003000000026077032, -0.004000000189989805]","[0.9568628072738647, 0.8901961445808411, 0.9333333969116211, 0.9490196704864502]","[0.2196078598499298, 0.19215688109397888, 0.18431372940540314, 0.19215688109397888]","[72.44999694824219, 68.4000015258789, 67.04999542236328, 69.75]"
1.44755E+18,"[3.379999876022339, 3.379999876022339, 3.3999998569488525, 3.4099998474121094]","[0.13700000941753387, 0.23800000548362732, 0.005000000353902578, 0.0]","[0.8980392813682556, 0.917647123336792, 0.9450981020927429, 0.8823530077934265]","[0.20784315466880798, 0.24313727021217346, 0.21568629145622253, 0.1882353127002716]","[71.0999984741211, 73.79999542236328, 69.29999542236328, 69.29999542236328]"
1.44755E+18,"[3.4099998474121094, 3.369999885559082, 3.4099998474121094, 3.429999828338623]","[0.13900001347064972, 0.23500001430511475, 0.003000000026077032, 0.0010000000474974513]","[0.9372549653053284, 0.9019608497619629, 0.9254902601242065, 0.960784375667572]","[0.21568629145622253, 0.22352942824363708, 0.2039215862751007, 0.2039215862751007]","[72.9000015258789, 71.0999984741211, 67.94999694824219, 71.54999542236328]"
1.44755E+18,"[3.3999998569488525, 3.369999885559082, 3.4099998474121094, 3.3999998569488525]","[0.14400000870227814, 0.24400001764297485, 0.010000000707805157, 0.0]","[0.9058824181556702, 0.9411765336990356, 0.9215686917304993, 0.9803922176361084]","[0.24705883860588074, 0.2196078598499298, 0.22352942824363708, 0.1764705926179886]","[74.69999694824219, 71.0999984741211, 69.75, 68.8499984741211]"
1.44755E+18,"[3.369999885559082, 3.379999876022339, 3.4099998474121094, 3.3399999141693115]","[0.15700000524520874, 0.24800001084804535, 0.009000000543892384, 0.0]","[0.9137255549430847, 0.9960784912109375, 0.9686275124549866, 0.9137255549430847]","[0.23137256503105164, 0.250980406999588, 0.2039215862751007, 0.18039216101169586]","[72.0, 73.79999542236328, 65.69999694824219, 70.19999694824219]"
1.44755E+18,"[3.319999933242798, 3.4099998474121094, 3.4499998092651367, 3.3299999237060547]","[0.16100001335144043, 0.25, 0.007000000216066837, -0.0020000000949949026]","[0.9098039865493774, 0.9450981020927429, 0.960784375667572, 0.9803922176361084]","[0.2352941334247589, 0.20784315466880798, 0.18431372940540314, 0.19215688109397888]","[72.9000015258789, 70.6500015258789, 65.25, 70.19999694824219]"
1.44755E+18,"[3.309999942779541, 3.3999998569488525, 3.4499998092651367, 3.309999942779541]","[0.1340000033378601, 0.2550000250339508, 0.013000000268220901, -0.007000000216066837]","[0.9725490808486938, 0.9294118285179138, 0.960784375667572, 1.0]","[0.2666666805744171, 0.2196078598499298, 0.18431372940540314, 0.1882353127002716]","[76.04999542236328, 70.6500015258789, 66.5999984741211, 70.19999694824219]"
1.44755E+18,"[3.319999933242798, 3.379999876022339, 3.4600000381469727, 3.3399999141693115]","[0.13600000739097595, 0.24800001084804535, 0.01100000087171793, 0.0]","[0.9411765336990356, 0.9450981020927429, 0.8980392813682556, 0.9450981020927429]","[0.23137256503105164, 0.22745099663734436, 0.20000001788139343, 0.18431372940540314]","[72.9000015258789, 71.0999984741211, 67.04999542236328, 70.6500015258789]"
1.44755E+18,"[3.309999942779541, 3.379999876022339, 3.419999837875366, 3.319999933242798]","[0.15000000596046448, 0.2510000169277191, 0.012000000104308128, -0.003000000026077032]","[0.8823530077934265, 0.9254902601242065, 0.8901961445808411, 0.917647123336792]","[0.2039215862751007, 0.22745099663734436, 0.2196078598499298, 0.1882353127002716]","[68.4000015258789, 72.44999694824219, 68.4000015258789, 69.75]"
1.44755E+18,"[3.359999895095825, 3.379999876022339, 3.429999828338623, 3.319999933242798]","[0.13100001215934753, 0.24500000476837158, 0.018000001087784767, 0.0010000000474974513]","[0.8784314393997192, 0.9372549653053284, 0.9568628072738647, 0.8705883026123047]","[0.2392157018184662, 0.22745099663734436, 0.2039215862751007, 0.2039215862751007]","[72.44999694824219, 72.9000015258789, 67.04999542236328, 72.0]"
1.44755E+18,"[3.309999942779541, 3.359999895095825, 3.429999828338623, 3.319999933242798]","[0.11900000274181366, 0.2410000115633011, 0.013000000268220901, 0.005000000353902578]","[0.8705883026123047, 0.9450981020927429, 0.9294118285179138, 0.917647123336792]","[0.21176472306251526, 0.2039215862751007, 0.2039215862751007, 0.14901961386203766]","[71.0999984741211, 71.0999984741211, 67.94999694824219, 65.69999694824219]"
1.44755E+18,"[3.2899999618530273, 3.419999837875366, 3.4600000381469727, 3.3299999237060547]","[0.15300001204013824, 0.23900000751018524, 0.018000001087784767, 0.004000000189989805]","[0.9529412388801575, 0.9529412388801575, 0.960784375667572, 0.9411765336990356]","[0.22352942824363708, 0.23137256503105164, 0.19215688109397888, 0.18431372940540314]","[72.44999694824219, 72.9000015258789, 67.5, 71.0999984741211]"
1.44755E+18,"[3.2899999618530273, 3.369999885559082, 3.4800000190734863, 3.259999990463257]","[0.12400000542402267, 0.19700001180171967, 0.036000002175569534, -0.0020000000949949026]","[0.8862745761871338, 0.9333333969116211, 0.9647059440612793, 0.9254902601242065]","[0.21176472306251526, 0.21568629145622253, 0.18431372940540314, 0.19607844948768616]","[71.0999984741211, 74.69999694824219, 66.5999984741211, 72.9000015258789]"
1.44755E+18,"[3.259999990463257, 3.369999885559082, 3.559999942779541, 3.2200000286102295]","[0.11700000613927841, 0.19600000977516174, 0.049000002443790436, -0.005000000353902578]","[0.9490196704864502, 0.8705883026123047, 0.9568628072738647, 0.9411765336990356]","[0.23137256503105164, 0.22352942824363708, 0.1568627506494522, 0.16862745583057404]","[75.1500015258789, 73.79999542236328, 65.25, 68.8499984741211]"
1.44755E+18,"[3.240000009536743, 3.3399999141693115, 3.6599998474121094, 3.179999828338623]","[0.05900000408291817, 0.10500000417232513, 0.052000001072883606, -0.0020000000949949026]","[0.9647059440612793, 0.988235354423523, 0.9764706492424011, 0.9019608497619629]","[0.22352942824363708, 0.22352942824363708, 0.16862745583057404, 0.20000001788139343]","[73.3499984741211, 72.9000015258789, 67.94999694824219, 71.54999542236328]"
1.44755E+18,"[3.259999990463257, 3.2699999809265137, 3.5199999809265137, 3.259999990463257]","[0.07400000095367432, 0.11300000548362732, 0.04500000178813934, 0.006000000052154064]","[0.9725490808486938, 0.9568628072738647, 0.9725490808486938, 0.9254902601242065]","[0.23137256503105164, 0.2196078598499298, 0.16470588743686676, 0.1568627506494522]","[72.0, 71.0999984741211, 65.69999694824219, 68.8499984741211]"
1.44755E+18,"[3.319999933242798, 3.18999981880188, 3.4099998474121094, 3.319999933242798]","[0.16100001335144043, 0.18400001525878906, 0.03100000135600567, 0.006000000052154064]","[0.9490196704864502, 1.0, 0.9568628072738647, 0.960784375667572]","[0.22352942824363708, 0.24313727021217346, 0.18431372940540314, 0.1764705926179886]","[71.54999542236328, 74.69999694824219, 65.69999694824219, 72.0]"
1.44755E+18,"[3.259999990463257, 3.240000009536743, 3.429999828338623, 3.2200000286102295]","[0.17800000309944153, 0.2200000137090683, 0.023000001907348633, -0.007000000216066837]","[0.8784314393997192, 1.0, 0.9686275124549866, 0.9921569228172302]","[0.24313727021217346, 0.24313727021217346, 0.1764705926179886, 0.19607844948768616]","[72.44999694824219, 74.25, 66.1500015258789, 71.54999542236328]"
1.44755E+18,"[3.2100000381469727, 3.259999990463257, 3.549999952316284, 3.18999981880188]","[0.1550000011920929, 0.17800000309944153, 0.027000000700354576, -0.003000000026077032]","[0.8823530077934265, 0.9294118285179138, 0.9647059440612793, 0.9254902601242065]","[0.26274511218070984, 0.22352942824363708, 0.1568627506494522, 0.21176472306251526]","[74.69999694824219, 74.25, 64.3499984741211, 69.29999542236328]"
